Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
"Ward, Eugene",CASP,28,3B,ML,24,0.26300000000000001,0.307,0.41099999999999998,95,25,3,1,3,9,13,6,20,0,0,7,0
"Watney, Mark",NORW,37,3B,ML,24,0.308,0.44900000000000001,0.48699999999999999,78,24,6,1,2,15,11,20,17,0,0,2,0
"Waynick, Jason",DAY,26,LF,ML,4,0.46700000000000003,0.46700000000000003,0.8,15,7,2,0,1,5,4,0,1,0,0,0,0
"Weast, Ivan",OKC,35,C,ML,13,0.5,0.52900000000000003,1.0629999999999999,16,8,0,0,3,4,5,1,0,0,0,1,0
"Webb, Marcus",LOUI,34,LF,ML,26,0.214,0.308,0.29099999999999998,103,22,2,0,2,12,6,14,18,0,0,0,0
"Weber, Potsie",MAIN,25,3B,ML,26,0.34399999999999997,0.40600000000000003,0.56299999999999994,96,33,11,2,2,16,14,10,13,0,1,3,1
"Wellings Jr, Jason",CHES,28,CF,ML,26,0.29199999999999998,0.315,0.44900000000000001,89,26,6,1,2,8,13,3,6,1,0,3,0
"Wilbur, Tim",MAIN,26,3B,ML,8,0.16700000000000001,0.16700000000000001,0.16700000000000001,12,2,0,0,0,4,1,0,1,0,0,1,0
"Wilkerson, Paul",SF,28,CF,ML,26,0.4,0.46400000000000002,0.65,100,40,12,2,3,19,19,12,14,0,0,2,0
"Willey, Jess",LOUI,31,RF,ML,6,0.26900000000000002,0.26900000000000002,0.61499999999999999,26,7,3,0,2,4,4,0,5,0,0,1,0
"Williams, Duncan",OKC,26,SS,ML,21,0.36399999999999999,0.4,0.45500000000000002,33,12,1,1,0,3,4,2,5,0,0,0,0
"Wilson, Woody",PORT,30,1B,ML,24,0.26800000000000002,0.34899999999999998,0.505,97,26,2,0,7,21,12,12,9,0,0,5,0
"Wood, Andre",LOUI,24,C,ML,22,0.30299999999999999,0.36099999999999999,0.47,66,20,2,0,3,8,13,6,11,0,0,0,0
"Woodall, Fern",WISC,26,LF,ML,26,0.32200000000000001,0.39800000000000002,0.44800000000000001,87,28,5,0,2,13,14,11,14,0,1,4,1
"Woodcock, Don",SUGR,28,RF,ML,26,0.28699999999999998,0.35099999999999998,0.55400000000000005,101,29,9,0,6,15,21,10,13,0,0,5,0
"Worsell, Bill",ELP,30,1B,ML,23,0.23,0.34300000000000003,0.36799999999999999,87,20,3,0,3,10,11,15,10,0,0,2,0
"Yates, Shawn",LAKE,35,SS,ML,25,0.40400000000000003,0.45400000000000001,0.52800000000000002,89,36,4,2,1,11,16,8,9,1,0,0,0
"Yoes, Fred",SUGR,33,C,ML,25,0.22,0.27600000000000002,0.308,91,20,3,1,1,13,8,7,13,0,0,7,0
"Yoon, Paul",TEX,36,1B,ML,25,0.313,0.35799999999999998,0.53500000000000003,99,31,10,0,4,19,21,7,10,0,0,2,0
"Zavalza, Cecil",ERIE,28,RF,ML,8,0.42899999999999999,0.42899999999999999,0.57099999999999995,7,3,1,0,0,0,2,0,1,0,0,1,0
