Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
"Beeks, Harry",BANG,31,C,ML,152,0.35299999999999998,0.42199999999999999,0.47699999999999998,581,205,31,4,11,103,78,69,90,0,0,9,0
"Beers, Scott",MAHO,27,CF,ML,155,0.33400000000000002,0.38500000000000001,0.60299999999999998,634,212,46,5,38,119,103,52,135,0,0,14,0
"Belcher, Gene",LV,32,1B,ML,153,0.29499999999999998,0.34699999999999998,0.47499999999999998,617,182,39,3,22,97,94,49,100,0,0,10,0
"Benites, Deni",BANG,22,CF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bennett, Thomas",PEOR,25,SS,ML,146,0.28299999999999997,0.33500000000000002,0.432,530,150,33,5,12,60,70,41,121,1,3,24,3
"Berkshire, Gary",LAKE,24,1B,ML,31,0.23300000000000001,0.3,0.28799999999999998,73,17,4,0,0,8,5,7,7,0,0,2,0
"Bert, Qarl",BANG,27,C,ML,105,0.28699999999999998,0.32200000000000001,0.46200000000000002,195,56,17,1,5,29,37,10,48,0,1,7,1
"Bessette, Joe",PORT,31,RF,ML,157,0.308,0.36,0.45900000000000002,595,183,25,4,19,89,77,49,74,13,11,32,2
"Bezak, Willie",LAKE,28,2B,ML,84,0.311,0.34799999999999998,0.48299999999999998,209,65,16,1,6,30,36,12,23,0,2,8,2
"Bindrup, Joe",NORW,27,SS,ML,123,0.28599999999999998,0.35299999999999998,0.48099999999999998,231,66,11,2,10,44,37,24,29,6,4,7,1
"Black, Duane",ALTO,27,LF,ML,155,0.32400000000000001,0.34499999999999997,0.44600000000000001,635,206,36,4,11,83,95,20,59,30,17,27,3
"Blair, Jerry",MAIN,32,RF,ML,155,0.34,0.4,0.50800000000000001,630,214,33,5,21,112,107,63,72,10,7,27,1
"Bloodworth, Regan",FRIS,30,CF,ML,157,0.27900000000000003,0.33400000000000002,0.35699999999999998,649,181,39,3,2,88,56,54,40,24,9,12,3
"Blue, Dawson",MIDL,24,3B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boettger, Calvin",WISC,26,LF,ML,156,0.315,0.34599999999999997,0.55300000000000005,642,202,52,4,31,112,121,31,82,0,1,23,0
"Bonilla, Bobby",CHES,26,RF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bothan, Beefy",AUCK,24,C,ML,146,0.28000000000000003,0.32,0.40100000000000002,543,152,23,2,13,72,72,32,99,0,2,18,0
"Bothans, Manny",NORW,24,C,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boyd, Earl",AUCK,34,LF,ML,134,0.30199999999999999,0.38800000000000001,0.47099999999999997,480,145,25,1,18,78,74,67,66,0,2,18,2
"Brattain, Julius",PEOR,25,LF,ML,140,0.29499999999999998,0.33800000000000002,0.374,484,143,17,0,7,48,53,31,59,20,11,30,2
"Bride, Jose",CHES,31,LF,ML,160,0.318,0.36599999999999999,0.56699999999999995,626,199,35,2,39,100,134,47,106,0,2,18,2
"Brittain, Darryl",LOUI,26,1B,ML,156,0.26400000000000001,0.33100000000000002,0.46800000000000003,590,156,20,2,32,80,103,59,140,0,2,12,2
"Brock, John",LV,25,CF,ML,144,0.32300000000000001,0.36899999999999999,0.53400000000000003,536,173,50,6,17,81,102,39,67,0,0,16,0
"Brosnahan, Louis",LAKE,34,LF,ML,63,0.28100000000000003,0.33500000000000002,0.36899999999999999,160,45,5,0,3,14,15,13,26,0,0,4,0
"Brown, Ed",ROME,31,LF,ML,129,0.26200000000000001,0.33100000000000002,0.44900000000000001,325,85,16,0,15,59,42,34,53,1,2,17,1
"Brown, Sol",ELP,31,3B,ML,151,0.246,0.317,0.46800000000000003,545,134,24,2,31,65,76,57,78,0,1,15,1
"Bult, Warren",PORT,26,SS,ML,41,0.158,0.17899999999999999,0.184,38,6,1,0,0,10,3,1,4,6,1,0,0
"Burgess, Mike",OMA,28,1B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burk, Roderick",SUGR,30,RF,ML,24,0.25600000000000001,0.27500000000000002,0.44900000000000001,78,20,1,1,4,14,19,2,8,0,0,5,0
"Burns, Ed",PORT,29,SS,ML,157,0.33700000000000002,0.42099999999999999,0.45300000000000001,596,201,32,2,11,109,79,86,70,0,1,27,1
"Busch, Bullet Joe",MAIN,35,SS,ML,156,0.25600000000000001,0.35299999999999998,0.41899999999999998,542,139,22,0,22,92,82,81,126,8,7,21,1
"Bush, Jeffrey",ALTO,27,LF,ML,92,0.34399999999999997,0.377,0.51700000000000002,151,52,12,1,4,24,29,8,15,2,3,6,0
"Byrd, Cedric",RICH,33,1B,ML,135,0.30499999999999999,0.35299999999999998,0.52500000000000002,472,144,27,1,25,84,74,35,67,0,0,26,0
"Caesar, Julius",AUCK,25,CF,ML,154,0.26700000000000002,0.33900000000000002,0.441,576,154,14,4,26,104,82,62,144,7,8,21,0
"Canada, Kendall",TEX,35,2B,ML,150,0.317,0.34200000000000003,0.36699999999999999,603,191,18,3,2,72,51,23,33,0,0,22,0
"Carrillo, Gary",BANG,27,3B,ML,10,0.37,0.39300000000000002,0.59299999999999997,27,10,0,0,2,4,7,1,2,0,0,1,0
"Carson, Douglas",ALTO,30,1B,ML,154,0.30399999999999999,0.35499999999999998,0.48699999999999999,573,174,30,3,23,99,81,46,67,0,2,30,2
"Carvalho, Jim",LOUI,27,SS,ML,124,0.222,0.33,0.42699999999999999,225,50,10,0,12,30,40,36,70,0,0,5,0
"Cerecedes, Damon",ROCK,27,RF,ML,156,0.27900000000000003,0.34699999999999998,0.436,535,149,17,2,21,70,84,56,86,0,0,24,0
"Chan, Clifford",LOUI,25,C,ML,35,0.318,0.38400000000000001,0.51500000000000001,132,42,8,0,6,23,24,14,38,0,0,2,0
"Chester, Boyd",MAHO,28,CF,ML,146,0.32700000000000001,0.39200000000000002,0.47099999999999997,620,203,33,1,18,97,75,66,67,0,3,21,2
"Chitwood, Kenneth",TEX,36,C,ML,84,0.31,0.36599999999999999,0.38,158,49,5,3,0,27,26,14,7,0,2,8,0
"Clark, Ronnie",RICH,27,C,ML,144,0.32700000000000001,0.36599999999999999,0.53,447,146,34,0,19,77,82,28,79,0,0,19,0
"Cohenour, Jeffrey",EDMO,27,SS,ML,104,0.22500000000000001,0.309,0.246,236,53,3,1,0,24,20,29,19,17,8,8,0
"Cole, Zach",TEX,33,RF,ML,132,0.28799999999999998,0.32700000000000001,0.433,469,135,29,3,11,62,83,27,72,0,2,11,1
"Colter, Toots",MAHO,31,SS,ML,63,0.38100000000000001,0.39700000000000002,0.42899999999999999,231,88,3,4,0,29,30,6,12,1,0,2,0
"Cort, Eric",TEX,33,C,ML,149,0.27700000000000002,0.30299999999999999,0.36099999999999999,563,156,24,4,5,65,72,21,40,2,1,32,0
"Creel, John",AUCK,30,SS,ML,153,0.30399999999999999,0.36199999999999999,0.36399999999999999,550,167,27,0,2,78,59,50,64,0,1,16,1
"Crisp, Reuben (65)",ELP,26,SS,DL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da Souza, Harry",MAIN,26,LF,ML,153,0.27900000000000003,0.33800000000000002,0.502,596,166,29,1,34,92,123,54,88,25,14,18,1
"Darensbourg, Chad",EDMO,29,2B,ML,155,0.249,0.32200000000000001,0.29799999999999999,611,152,5,5,5,63,72,66,73,60,23,11,3
"Darnley, Joe",WISC,33,SS,ML,143,0.32300000000000001,0.378,0.41099999999999998,523,169,23,4,5,78,47,46,50,0,0,23,0
"Deacon, Delbert",SUGR,26,LF,ML,155,0.313,0.36,0.498,611,191,48,1,21,96,94,45,74,2,2,26,0
"Delacruz, Barry",SF,31,RF,ML,156,0.29599999999999999,0.35399999999999998,0.50600000000000001,656,194,46,4,28,130,102,59,105,0,2,25,2
"Depass, Mark",PORT,25,1B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Disbrow, Dennis",MIDL,26,C,ML,98,0.37,0.41399999999999998,0.48599999999999999,146,54,7,2,2,23,21,11,12,1,0,2,0
"Do-Right, Studley",PORT,22,RF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doe, John",ROME,26,LF,ML,141,0.33500000000000002,0.36899999999999999,0.45800000000000002,406,136,22,2,8,59,62,22,42,15,4,21,0
"Dombkowski, Marshall",WISC,29,RF,ML,159,0.30199999999999999,0.379,0.438,592,179,30,1,16,90,83,73,100,0,1,23,1
"Dowless, Robbie",ROME,25,SS,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drake, Eli",ROCK,24,SS,ML,152,0.25900000000000001,0.35599999999999998,0.40500000000000003,588,152,24,1,20,91,84,89,96,1,1,14,0
"Drake, Nathaniel",ERIE,27,2B,ML,136,0.29199999999999998,0.34399999999999997,0.46500000000000002,424,124,26,1,15,61,72,33,75,1,1,13,1
"Dudding, Joshua",OKC,33,CF,ML,23,0.26100000000000001,0.28399999999999997,0.38,92,24,5,0,2,10,8,3,9,0,0,6,0
"During, Juan",PORT,31,CF,ML,157,0.26100000000000001,0.32700000000000001,0.40100000000000002,574,150,33,4,13,84,62,56,104,25,16,17,1
"Duryee, Marv",EDMO,30,1B,ML,155,0.28000000000000003,0.33200000000000002,0.49199999999999999,604,169,17,0,37,88,104,47,92,14,6,30,0
"Echeverri, Chris",LOUI,24,LF,ML,80,0.29699999999999999,0.378,0.49099999999999999,316,94,15,2,14,56,38,41,44,11,2,12,1
"Edie, Mikey",IDA,33,CF,ML,152,0.27400000000000002,0.34,0.40100000000000002,649,178,19,3,19,103,70,65,77,13,10,23,1
"Edwards, Tallen",MIDL,28,C,ML,147,0.30199999999999999,0.35299999999999998,0.40400000000000003,460,139,24,1,7,67,49,36,79,17,6,14,0
"Eggleston, Angel",ROME,28,1B,ML,151,0.28299999999999997,0.34899999999999998,0.35199999999999998,505,143,21,1,4,72,63,51,49,0,3,26,2
"Elwood, John",BANG,29,CF,ML,76,0.316,0.36399999999999999,0.48899999999999999,225,71,15,0,8,36,39,17,41,0,0,8,0
"Ernstes, Arnold",PEOR,27,LF,ML,122,0.32800000000000001,0.377,0.48199999999999998,415,136,13,6,13,64,72,33,35,5,3,13,0
"Essman, Cody",EDMO,26,LF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eveland, Matthew",ERIE,32,CF,ML,102,0.28199999999999997,0.35499999999999998,0.47599999999999998,124,35,0,0,8,23,29,14,23,3,10,4,1
"Fackler, Matthew",SUGR,26,2B,ML,155,0.34,0.38600000000000001,0.47199999999999998,614,209,42,3,11,90,88,46,69,0,1,29,1
"Farmer, Hayden",IDA,26,CF,ML,142,0.28199999999999997,0.32800000000000001,0.50800000000000001,476,134,18,0,30,78,82,33,85,8,2,23,1
"Felino, Gino",LV,25,1B,ML,153,0.33600000000000002,0.378,0.504,581,195,49,5,13,94,82,40,76,0,0,24,0
"Feoli, Mark",CHES,27,1B,ML,44,0.19600000000000001,0.24099999999999999,0.307,153,30,5,0,4,12,17,9,39,1,2,3,2
"Fernandez, Paul",LOUI,27,LF,ML,131,0.28499999999999998,0.317,0.51100000000000001,376,107,27,2,18,44,46,18,74,0,1,11,1
"Fillmore, Joe",SCRN,26,C,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fleece, Jason",OKC,25,LF,ML,153,0.29099999999999998,0.34899999999999998,0.44600000000000001,540,157,28,4,16,89,71,48,98,0,1,21,1
"Flynn, Joe",SF,29,SS,ML,156,0.32300000000000001,0.36799999999999999,0.55700000000000005,601,194,41,8,28,115,99,43,81,1,0,23,0
"Foreman, Red",MAIN,38,3B,ML,88,0.30199999999999999,0.378,0.54200000000000004,179,54,9,2,10,32,28,22,30,0,0,7,0
"Forseth, John",WISC,32,C,ML,154,0.34,0.35899999999999999,0.45500000000000002,583,198,25,0,14,87,93,18,50,17,7,22,0
"Foster, Timmy",MAHO,34,3B,ML,12,0.32400000000000001,0.41899999999999998,0.378,37,12,2,0,0,6,1,6,8,0,0,0,0
"Fox, Kerry",PEOR,26,LF,ML,15,0.443,0.46,0.77,61,27,5,0,5,14,15,2,6,0,0,6,0
"Fox, Sophocles",ELP,36,RF,ML,152,0.27700000000000002,0.36799999999999999,0.46899999999999997,574,159,25,2,27,89,91,83,77,1,4,26,1
"Frack, Teddy",LV,23,CF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Franklin, Bill",MAHO,34,SS,ML,57,0.28100000000000003,0.315,0.40500000000000003,121,34,7,1,2,16,15,6,11,2,0,8,0
"Fremont, Michael",SUGR,34,2B,ML,120,0.27500000000000002,0.32700000000000001,0.438,397,109,25,2,12,66,72,31,51,3,2,13,1
"Froman, Abe",CASP,28,LF,ML,152,0.28199999999999997,0.33400000000000002,0.45900000000000002,593,167,33,3,22,93,102,47,55,2,1,15,0
"Fuhriman, Dallas",OKC,27,RF,ML,153,0.318,0.377,0.56200000000000006,600,191,27,4,37,95,117,57,106,3,0,21,0
"Fung, Ben",MIDL,32,3B,ML,159,0.29599999999999999,0.35,0.373,581,172,30,3,3,72,69,48,91,3,2,17,1
"Funk, Flash",ROCK,26,CF,ML,150,0.29799999999999999,0.35199999999999998,0.39900000000000002,637,190,36,8,4,87,52,53,40,52,21,26,2
"Furniss, Darrell",OMA,27,3B,ML,148,0.27600000000000002,0.33500000000000002,0.40200000000000002,537,148,34,5,8,81,62,48,80,0,1,22,1
"Gabourel, Buck",SCRN,31,2B,ML,155,0.26500000000000001,0.33100000000000002,0.34200000000000003,619,164,23,2,7,74,68,61,70,0,0,27,0
"Gajewski, Kenny",MIDL,36,1B,ML,154,0.28899999999999998,0.35899999999999999,0.48499999999999999,612,177,38,2,26,89,99,67,96,0,0,15,0
"Garcia, Bill",ALTO,27,1B,ML,70,0.35299999999999998,0.38300000000000001,0.503,187,66,17,4,1,33,31,9,14,0,0,8,0
"Garcia, Brandon",SCRN,27,SS,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garron, Michael",MAHO,26,CF,ML,51,0.33700000000000002,0.38800000000000001,0.44,193,65,9,1,3,27,19,16,15,0,1,5,1
"Gaston, Willie",EDMO,30,RF,ML,154,0.255,0.308,0.32200000000000001,605,154,22,5,3,75,65,47,86,44,22,14,0
"Gecko, Seth",CASP,30,3B,ML,153,0.31900000000000001,0.37,0.46100000000000002,609,194,28,4,17,95,90,50,45,0,4,41,3
"Gentry, Mike",ROME,26,LF,ML,47,0.34899999999999998,0.40400000000000003,0.55800000000000005,86,30,6,0,4,17,20,8,16,3,1,3,0
"Godwin, Karl",MIDL,25,2B,ML,154,0.245,0.27700000000000002,0.36799999999999999,519,127,29,1,11,70,78,23,50,0,0,24,0
"Gonzalez, Dan",PEOR,28,3B,ML,153,0.32700000000000001,0.36099999999999999,0.496,615,201,44,6,16,85,93,33,70,1,2,30,2
"Greene, Louis",CHES,29,C,ML,111,0.26300000000000001,0.30399999999999999,0.36399999999999999,118,31,8,2,0,12,15,7,21,0,0,4,0
"Grizzell, Curtis",RICH,31,LF,ML,137,0.316,0.36699999999999999,0.49299999999999999,535,169,21,1,24,89,88,43,72,2,4,19,0
"Gucman, Shaun",LV,34,SS,ML,142,0.29399999999999998,0.35099999999999998,0.40799999999999997,456,134,36,2,4,54,58,40,59,0,1,22,0
"Gugerty, Blake",WISC,25,CF,ML,153,0.32400000000000001,0.38700000000000001,0.501,649,210,58,3,17,119,75,67,102,28,17,15,0
"Gutierrez, Wilson",MAHO,28,CF,ML,74,0.31,0.37,0.39,210,65,14,0,1,30,33,20,19,0,1,4,1
"Hairston, Herbert",SCRN,31,LF,ML,156,0.27,0.32400000000000001,0.38700000000000001,555,150,30,4,9,69,51,44,80,0,2,25,2
"Halat, George",MIDL,30,3B,ML,158,0.27500000000000002,0.35099999999999998,0.42199999999999999,593,163,33,3,16,90,80,70,95,2,2,12,1
"Hall, Brooks",CHES,27,3B,ML,158,0.30099999999999999,0.34699999999999998,0.45700000000000002,661,199,54,2,15,114,94,46,65,0,3,19,3
"Hall, Jaime",TEX,34,RF,ML,155,0.26,0.34,0.49399999999999999,597,155,33,1,35,97,107,73,96,0,0,23,0
"Hardison, Alec",LV,35,2B,ML,154,0.29199999999999998,0.34799999999999998,0.35699999999999998,624,182,29,0,4,79,66,54,38,0,3,44,3
"Hart, Owen",ROCK,26,2B,ML,152,0.27100000000000002,0.379,0.48399999999999999,568,154,16,3,33,108,87,99,97,0,0,21,0
"Havens, Bob",AUCK,25,1B,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hearn, Scott",SF,26,C,ML,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"Hegstad, Terrance",DAY,33,LF,ML,139,0.28199999999999997,0.33200000000000002,0.378,418,118,18,2,6,61,42,31,68,0,1,17,1
"Henderson, Montgomery",MIDL,26,3B,ML,156,0.32900000000000001,0.371,0.51900000000000002,526,173,44,1,18,86,93,35,58,0,3,17,2
"Henderson, Trey",LAKE,30,SS,ML,153,0.28399999999999997,0.35699999999999998,0.435,609,173,18,1,24,94,92,69,77,0,1,26,1
"Henry, Sang",ELP,26,CF,ML,101,0.29499999999999998,0.33900000000000002,0.44,207,61,10,1,6,29,32,14,28,3,2,4,1
"Herrera, Bob",OKC,31,2B,ML,151,0.28699999999999998,0.33500000000000002,0.49299999999999999,578,166,51,1,22,90,88,42,86,0,2,16,1
"Hessel, Eddie",CHES,30,C,ML,150,0.253,0.30599999999999999,0.41399999999999998,474,120,20,4,16,68,55,36,107,0,1,16,1
"Heuman, Paul",TEX,37,LF,ML,155,0.28999999999999998,0.33600000000000002,0.432,620,180,29,1,19,97,95,43,92,11,13,32,0
"Hickman, Mason",NORW,32,C,ML,137,0.28100000000000003,0.34200000000000003,0.39500000000000002,448,126,16,1,11,57,54,41,86,0,2,18,2
"Hicks, Brian",DAY,27,RF,ML,156,0.28899999999999998,0.34399999999999997,0.501,551,159,13,4,32,87,94,47,132,0,2,11,2
"Hicks, Dale",MAIN,30,1B,ML,155,0.32100000000000001,0.35,0.51500000000000001,577,185,47,7,17,93,77,26,57,0,1,21,0
"Hicks, Dave",IDA,27,LF,ML,152,0.313,0.34799999999999998,0.46400000000000002,591,185,34,2,17,87,77,32,58,0,2,20,2
"Hill, George",BANG,30,3B,ML,145,0.28199999999999997,0.35,0.47299999999999998,493,139,33,2,19,64,74,52,72,0,5,18,5
"Hockey, Johnny",OKC,28,C,ML,149,0.29399999999999998,0.35699999999999998,0.48899999999999999,564,166,37,5,21,88,81,55,92,5,3,21,2
"Hodges, Julio",OKC,35,RF,ML,76,0.28699999999999998,0.31900000000000001,0.5,108,31,5,0,6,21,22,5,18,1,0,4,0
"Honeywell, Randy",PEOR,27,RF,ML,81,0.26200000000000001,0.3,0.36699999999999999,237,62,9,5,2,26,18,13,15,0,1,14,0
"Hoopii, Pedro",PEOR,26,LF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hornigold, Benjamin",AUCK,31,3B,ML,156,0.28100000000000003,0.379,0.46800000000000003,577,162,20,2,28,84,90,91,131,0,0,13,0
"Horsley, Jeffrey",CASP,27,C,ML,84,0.23799999999999999,0.29899999999999999,0.41699999999999998,151,36,6,0,7,19,23,13,19,0,0,7,0
"Humes, Kimo",OMA,30,LF,ML,147,0.28000000000000003,0.38100000000000001,0.51800000000000002,500,140,14,0,35,93,93,82,123,2,2,10,2
"Hunter, Charles",NORW,30,1B,ML,155,0.28299999999999997,0.32800000000000001,0.496,573,162,49,5,21,90,95,39,87,0,1,29,1
"Idaho, Duncan",NORW,33,1B,ML,139,0.32800000000000001,0.43099999999999999,0.626,503,165,24,6,38,108,115,91,94,0,3,26,2
"Ina, Anderson",IDA,29,CF,ML,153,0.27100000000000002,0.30399999999999999,0.49299999999999999,594,161,31,1,33,82,103,28,83,0,3,23,2
"Irvin, Leonel",EDMO,28,1B,ML,155,0.27700000000000002,0.375,0.42799999999999999,559,155,28,1,18,86,60,87,74,0,1,11,1
"Iwanski, Travis",MAHO,29,1B,ML,147,0.28399999999999997,0.371,0.59399999999999997,552,157,20,2,49,105,122,76,92,0,0,14,0
"Jack, Ray",IDA,32,3B,ML,148,0.26800000000000002,0.34499999999999997,0.41299999999999998,504,135,25,0,16,70,76,59,109,1,4,16,0
"Jahari, Tanka",RICH,27,2B,ML,157,0.34100000000000003,0.41899999999999998,0.65900000000000003,613,209,30,3,53,128,147,82,119,0,1,18,1
"Jaime, Donny",SUGR,30,CF,ML,153,0.34699999999999998,0.41499999999999998,0.43099999999999999,608,211,51,0,0,99,73,71,47,2,4,23,0
"Jasmin, Willy",ROME,28,C,ML,112,0.34499999999999997,0.39400000000000002,0.50900000000000001,440,152,25,1,15,67,81,35,41,1,2,21,0
"Jax, Ryan",ERIE,27,C,ML,130,0.32300000000000001,0.36199999999999999,0.47499999999999998,526,170,33,1,15,89,73,32,81,0,0,15,0
"Jetski, Dwayne",ELP,26,RF,ML,104,0.26300000000000001,0.34499999999999997,0.43,342,90,13,1,14,51,38,43,52,1,0,6,0
"Jinwoo, Sung",SF,30,1B,ML,159,0.34100000000000003,0.42,0.70399999999999996,584,199,36,1,58,137,144,80,88,0,0,19,0
"Joe, Aroma",ELP,24,1B,ML,117,0.29599999999999999,0.35499999999999998,0.47699999999999998,436,129,34,0,15,66,67,40,59,0,1,7,0
"Johnson, Fairweather",MIDL,28,RF,ML,123,0.318,0.34200000000000003,0.379,211,67,11,1,0,33,33,8,37,20,4,5,0
"Johnson, Josh",LV,25,SS,ML,58,0.22,0.27400000000000002,0.34499999999999997,177,39,11,1,3,25,22,13,29,1,0,8,0
"Johnson, Nasir",SCRN,33,RF,ML,156,0.26200000000000001,0.33800000000000002,0.48299999999999998,553,145,42,1,26,64,86,63,77,0,1,19,1
"Johnson, Vincent",EDMO,26,C,ML,55,0.29699999999999999,0.38100000000000001,0.50700000000000001,148,44,7,0,8,30,26,20,29,1,1,5,0
"Johnston, Dan",SUGR,27,RF,ML,24,0.17399999999999999,0.24,0.26100000000000001,23,4,2,0,0,2,4,2,5,0,0,1,0
"Jones, Alexander",ELP,27,C,ML,62,0.32100000000000001,0.38400000000000001,0.39700000000000002,78,25,4,1,0,10,12,8,8,0,0,1,0
"Jones, Bryce",IDA,29,C,ML,147,0.245,0.29299999999999998,0.45800000000000002,437,107,27,0,22,53,54,30,103,0,0,19,0
"Jones, Hollis",OMA,27,1B,ML,156,0.29399999999999998,0.38100000000000001,0.42299999999999999,452,133,26,4,8,69,68,63,32,0,2,19,0
"Kelly, Seth",TEX,36,3B,ML,154,0.29199999999999998,0.34599999999999997,0.38400000000000001,609,178,33,4,5,78,66,50,50,0,1,24,1
"Kerle, Jerry",MIDL,31,CF,ML,113,0.37,0.434,0.502,265,98,16,2,5,41,44,30,39,0,0,8,0
"Kjerstad, Heston",CASP,33,RF,ML,152,0.28000000000000003,0.33100000000000002,0.46899999999999997,608,170,51,2,20,78,104,47,95,0,0,38,0
"Klein, Matthew",ALTO,30,RF,ML,155,0.25700000000000001,0.33700000000000002,0.44400000000000001,513,132,22,1,24,88,75,62,100,1,0,28,0
"Klonoski, Jesse",ELP,26,LF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kloth, Trevor",ERIE,31,2B,ML,154,0.251,0.32700000000000001,0.44700000000000001,530,133,26,0,26,77,83,60,121,0,0,12,0
