Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
"Acoba, Joe",MAHO,37,P,ML,4.51,132,121,5,4,425,399,7,6,2247.33,1619,750,2378,432,45,302,120,59,11,94,0,1196,1127,0.26100000000000001,0.317,0.41699999999999998
"Acree, George",AUCK,29,P,ML,5.26,12,5,3,7,98,5,0,0,137,131,47,162,49,3,31,1,1,0,6,0,82,80,0.28299999999999997,0.33700000000000002,0.54100000000000004
"Adam, John",RICH,26,P,ML,4.45,19,6,7,0,73,28,1,1,224.67,96,99,223,58,2,30,8,2,1,12,0,122,111,0.249,0.32300000000000001,0.41799999999999998
"Adcock, Garry",CHES,27,P,ML,10.8,0,3,1,0,12,3,0,0,16.670000000000002,7,8,28,2,0,3,0,0,0,0,0,22,20,0.35899999999999999,0.41899999999999998,0.5
"Adkins, Duane",PORT,30,P,ML,3.44,47,23,36,13,320,24,3,1,711.33,559,202,643,133,12,65,22,22,4,34,0,304,272,0.23200000000000001,0.28399999999999997,0.35799999999999998
"Alexender, Terrell",ALTO,31,P,ML,4.88,34,35,22,17,273,57,0,0,579,526,151,659,137,8,87,16,19,1,34,0,339,314,0.27500000000000002,0.318,0.44800000000000001
"Allocco, Booker",DAY,36,P,ML,4.99,117,102,1,0,353,343,26,11,1980.33,870,651,2441,299,25,157,154,94,11,92,0,1195,1099,0.29099999999999998,0.34200000000000003,0.38900000000000001
"Alsobrook, Ernie",LOUI,32,P,ML,5.17,83,97,1,1,285,267,12,8,1520.67,490,437,1866,282,32,191,13,16,12,98,0,921,873,0.28999999999999998,0.33500000000000002,0.433
"Anderson, Steve",OKC,39,P,ML,4.95,139,135,9,4,495,377,34,15,2431,1362,878,2826,425,33,295,77,53,7,124,0,1422,1336,0.27900000000000003,0.33700000000000002,0.41499999999999998
"Annen, Franklin",PORT,34,P,ML,4.2,108,78,1,0,267,266,35,18,1703,685,373,1914,301,14,196,82,53,11,104,0,852,795,0.27300000000000002,0.309,0.40300000000000002
"Appleby, Rene",RICH,26,P,ML,6.75,0,0,0,0,8,0,0,0,6.67,6,2,8,3,0,0,1,0,0,0,0,5,5,0.28599999999999998,0.33300000000000002,0.39300000000000002
"Armstrong, Matthew",LOUI,32,P,ML,4.6900000000000004,59,38,42,20,505,0,0,0,881,578,452,960,131,16,75,34,34,4,68,0,501,459,0.26600000000000001,0.34799999999999998,0.374
"Arteaga, Mike",OMA,31,P,ML,4.7300000000000004,76,67,4,1,241,200,13,7,1315.33,896,484,1403,241,21,157,26,18,4,72,0,738,691,0.26200000000000001,0.32400000000000001,0.40300000000000002
"Ashby, Joe",ALTO,28,P,ML,4.59,17,14,5,4,162,0,0,0,274.67,125,106,276,54,4,38,12,5,2,16,0,163,140,0.251,0.317,0.41099999999999998
"Atari, Martin",OKC,31,P,ML,5.05,71,63,4,2,233,202,9,5,1085,752,403,1209,221,24,159,35,19,4,60,0,661,609,0.27100000000000002,0.33100000000000002,0.438
"Atwell, Emmanuel",PEOR,30,P,ML,5.0999999999999996,13,11,2,0,58,46,0,0,240,90,138,235,68,4,39,4,7,1,8,0,142,136,0.246,0.34100000000000003,0.44800000000000001
"Banister, Dave",ERIE,29,P,ML,5.53,14,17,36,21,186,0,0,0,245.67,179,94,315,41,2,30,4,4,0,8,0,170,151,0.29899999999999999,0.35699999999999998,0.42799999999999999
"Bean Jr, Danny",SCRN,28,P,ML,4.88,15,20,18,12,188,10,0,0,378,152,99,449,67,9,45,7,9,5,16,0,220,205,0.28399999999999997,0.32600000000000001,0.42299999999999999
"Beard, Silver",OKC,27,P,ML,5.18,24,26,2,0,81,72,2,0,392.33,282,117,468,70,12,58,5,4,2,28,0,240,226,0.28399999999999997,0.33200000000000002,0.44700000000000001
"Beckers, Joshua",NORW,21,P,ML,7.45,4,8,0,0,21,15,0,0,77.33,29,25,121,26,2,7,0,0,0,4,0,71,64,0.34300000000000003,0.38600000000000001,0.48699999999999999
"Beckham, Rich",AUCK,26,P,ML,4.21,5,4,37,8,89,0,0,0,87.67,35,23,123,16,1,5,6,3,0,2,0,42,41,0.31900000000000001,0.35699999999999998,0.40400000000000003
"Bell, Bill",SUGR,31,P,ML,5.0199999999999996,41,32,38,22,453,0,0,0,697,321,235,873,130,10,82,36,26,4,38,0,433,389,0.29499999999999998,0.34599999999999997,0.42799999999999999
"Berger, Joe",LV,29,P,ML,5.49,10,10,9,6,171,0,0,0,252.67,145,90,305,57,8,40,13,5,1,16,0,173,154,0.28699999999999998,0.34300000000000003,0.46800000000000003
"Bianchi, Joe",LAKE,30,P,ML,5.04,71,70,0,2,235,190,4,2,1111.33,1069,408,1227,222,18,167,42,26,4,66,0,667,622,0.26900000000000002,0.32900000000000001,0.435
"Birkil, Hippy",OMA,35,P,ML,5.01,119,93,8,4,387,320,22,5,1962.67,1046,720,2079,414,37,277,52,39,6,124,0,1163,1092,0.26100000000000001,0.32200000000000001,0.42699999999999999
"Bisaillon, Ralph",LAKE,29,P,ML,4.04,65,38,0,0,147,143,18,8,909.33,596,321,950,153,17,91,24,23,3,34,0,444,408,0.25800000000000001,0.318,0.38300000000000001
"Black, Coffee",ROME,38,P,ML,3.9,73,74,311,84,799,0,0,0,1162.67,1116,396,1193,186,19,125,44,34,8,38,0,566,504,0.255,0.313,0.38300000000000001
"Bliss, Andrew",ROCK,24,P,ML,9.3800000000000008,0,4,0,0,7,7,0,0,24,16,16,42,7,0,8,0,1,0,0,0,29,25,0.36799999999999999,0.44600000000000001,0.64
"Boisse, Leo",SUGR,29,P,ML,5.5,38,40,4,3,166,84,1,0,582.66999999999996,340,322,613,139,11,58,29,11,1,28,0,384,356,0.26,0.34799999999999998,0.40200000000000002
"Bonet, Glenn",ROME,33,P,ML,5.0599999999999996,38,49,10,7,253,91,1,1,692.33,236,310,787,107,7,87,9,15,6,30,0,420,389,0.27500000000000002,0.34599999999999997,0.40799999999999997
"Bordwell, John",AUCK,31,P,ML,4.5199999999999996,60,59,0,1,179,170,3,3,1018.33,628,453,1082,160,13,88,65,30,9,66,0,541,511,0.26200000000000001,0.33400000000000002,0.37
"Bormann, Harry",PEOR,25,P,ML,2.58,5,2,2,1,24,0,0,0,45.33,23,18,32,4,0,5,0,1,0,4,0,13,13,0.19,0.26900000000000002,0.30399999999999999
"Bosa, Bryan",MAHO,28,P,ML,4.1900000000000004,7,8,9,4,92,0,0,0,135.33000000000001,78,57,151,22,1,8,7,7,0,18,0,68,63,0.27100000000000002,0.33900000000000002,0.35699999999999998
"Breunig, Ed",ELP,25,P,ML,3.03,3,4,8,1,44,0,0,0,68.33,52,19,50,7,1,6,2,2,0,2,0,26,23,0.19600000000000001,0.252,0.30199999999999999
"Brim, Carl",OKC,38,P,ML,4.62,114,92,22,7,498,282,2,1,1931.33,915,625,2194,343,27,228,101,75,9,116,0,1096,991,0.27500000000000002,0.32700000000000001,0.41
"Briscoe, Lenny",CASP,32,P,ML,4.7699999999999996,29,41,38,26,418,0,0,0,688.33,366,254,736,128,9,92,35,9,3,40,0,388,365,0.26300000000000001,0.32400000000000001,0.41299999999999998
"Brown, Julian",MAIN,30,P,ML,5.55,18,29,8,4,132,57,5,3,400.67,152,139,460,88,6,75,18,12,2,14,0,254,247,0.27700000000000002,0.33300000000000002,0.47199999999999998
"Burkley, Dustin",CHES,27,P,ML,4.5999999999999996,3,3,3,1,20,8,1,0,58.67,22,16,67,9,0,3,0,2,0,8,0,31,30,0.27600000000000002,0.32,0.35
"Burns, Eddie (1)",ERIE,30,P,ML,4.22,29,40,203,50,352,0,0,0,394.67,323,185,394,73,3,45,11,10,0,24,0,196,185,0.25,0.32800000000000001,0.38500000000000001
"Bussell, Dave",FRIS,27,P,ML,4.9400000000000004,34,32,0,0,94,94,7,2,536,323,196,625,97,6,64,14,7,0,28,0,318,294,0.28000000000000003,0.33800000000000002,0.41499999999999998
"Buttermaker, Morris",CASP,26,P,ML,4.1100000000000003,33,47,0,0,108,108,17,10,668,413,247,745,70,5,35,58,32,3,52,0,328,305,0.27100000000000002,0.33100000000000002,0.33800000000000002
"Buzbee, Lionel",CHES,25,P,ML,0,1,0,0,0,6,0,0,0,12,2,3,7,0,0,0,0,0,0,0,0,0,0,0.16300000000000001,0.217,0.16300000000000001
"Buzzelli, Devon",MAIN,26,P,ML,4.97,12,10,0,0,36,36,3,0,199,78,52,237,37,1,24,7,3,1,14,0,122,110,0.28399999999999997,0.32600000000000001,0.41699999999999998
"Caccavale, Armando",ALTO,26,P,ML,4.5599999999999996,19,13,6,6,141,0,0,0,278.33,164,144,275,34,6,35,15,3,2,14,0,153,141,0.248,0.33400000000000002,0.38400000000000001
"Cage, Christian",LOUI,35,P,ML,4.25,47,42,234,69,512,8,1,1,671,414,257,807,103,3,60,24,25,7,34,0,349,317,0.28599999999999998,0.34599999999999997,0.38900000000000001
"Cagle, Val",FRIS,35,P,ML,4.5199999999999996,43,48,39,21,385,45,1,1,840.67,532,293,930,171,10,113,36,23,11,42,0,473,422,0.26900000000000002,0.32700000000000001,0.42299999999999999
"Call, Jay",PEOR,32,P,ML,5.8,30,24,27,23,295,0,0,0,457.67,294,229,523,112,3,61,19,12,5,36,0,310,295,0.27600000000000002,0.35399999999999998,0.435
"Callis, Dave",SF,36,P,ML,4.4000000000000004,144,129,0,0,416,413,25,13,2490.33,1901,1096,2410,464,54,305,25,32,7,138,0,1324,1217,0.24399999999999999,0.31900000000000001,0.39400000000000002
"Cambra, Luke",BANG,30,P,ML,5.16,34,35,14,8,254,55,2,2,638,369,315,759,97,8,52,36,13,7,50,0,395,366,0.28399999999999997,0.35899999999999999,0.38500000000000001
"Campbell, Colton",RICH,31,P,ML,4.2300000000000004,37,24,93,28,341,0,0,0,557.33000000000004,379,151,597,95,7,58,37,22,3,38,0,285,262,0.26300000000000001,0.309,0.38800000000000001
"Carpenter, Darrell",SUGR,27,P,ML,5.61,5,4,2,0,19,10,0,0,61,15,16,87,18,2,5,6,3,0,8,0,43,38,0.32200000000000001,0.36,0.45900000000000002
"Carroll, Mike",BANG,31,P,ML,5.0999999999999996,18,23,8,4,128,47,1,1,363.67,224,186,386,58,6,42,18,12,1,30,0,221,206,0.26100000000000001,0.34399999999999997,0.39400000000000002
"Caruso, Bob",WISC,36,P,ML,4.25,49,49,237,61,657,0,0,0,911.67,330,343,994,130,16,87,30,22,3,46,0,471,431,0.26700000000000002,0.32800000000000001,0.38
"Chacon, Shannon",MIDL,29,P,ML,4.5,37,33,12,4,151,91,7,3,632,253,234,700,126,6,57,22,6,4,32,0,343,316,0.27,0.33,0.38900000000000001
"Channing, Todd",PORT,32,P,ML,4.2300000000000004,38,32,32,10,290,46,2,0,679,380,221,771,72,11,44,39,38,4,46,0,361,319,0.27500000000000002,0.32800000000000001,0.35499999999999998
"Chavarria, Greg",ROME,36,P,ML,4.57,35,26,55,26,492,0,0,0,815,366,299,958,156,13,79,72,27,7,44,0,459,414,0.28199999999999997,0.34,0.40500000000000003
"Clanton, Paul",ALTO,31,P,ML,4.72,22,13,81,25,222,0,0,0,278.67,133,100,317,40,3,31,20,14,2,16,0,159,146,0.27500000000000002,0.33300000000000002,0.39500000000000002
"Clara, Terry (11)",RICH,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Clark, Davis",FRIS,25,P,ML,5.26,2,2,0,0,5,5,0,0,25.67,10,17,25,7,2,2,1,3,0,4,0,16,15,0.245,0.35299999999999998,0.41199999999999998
"Cleary, Rogelio",TEX,35,P,ML,4.6399999999999997,49,42,40,32,502,0,0,0,896.67,433,372,1038,187,17,85,60,32,4,58,0,508,462,0.27800000000000002,0.34399999999999997,0.40600000000000003
"Cobb, Jacob",TEX,37,P,ML,4.51,72,57,69,42,644,0,0,0,1119.33,518,526,1131,224,22,141,42,15,8,80,0,606,561,0.252,0.33,0.40600000000000003
"Collins, Chaz",LAKE,31,P,ML,5.5,33,30,38,24,349,31,0,0,569.33000000000004,300,199,655,154,15,100,15,12,4,36,0,375,348,0.27700000000000002,0.33300000000000002,0.48199999999999998
"Contra, Nester",MAIN,33,P,ML,4.74,86,57,2,1,247,193,7,5,1244.33,744,284,1362,293,32,189,35,25,2,60,0,680,656,0.26700000000000002,0.30599999999999999,0.44900000000000001
"Coontz, Rich",BANG,31,P,ML,4.62,14,15,22,10,262,0,0,0,366,187,153,401,71,6,41,4,9,3,28,0,205,188,0.26800000000000002,0.33500000000000002,0.40500000000000003
"Cooper, Manny",PEOR,29,P,ML,5.0599999999999996,4,11,2,4,81,19,0,0,176,77,79,197,37,2,15,3,5,0,12,0,113,99,0.27200000000000002,0.34300000000000003,0.39
"Corbett, Barry",SUGR,25,P,ML,5.68,5,3,15,6,61,0,0,0,88.67,64,39,111,24,1,13,6,3,0,8,0,60,56,0.29399999999999998,0.36099999999999999,0.46700000000000003
"Corbin, John",LAKE,29,P,ML,5.5,6,7,11,4,119,4,0,0,163.66999999999999,145,84,173,38,3,26,2,5,1,10,0,110,100,0.26100000000000001,0.34399999999999997,0.44400000000000001
"Corns, Cedric",CHES,35,P,ML,4.87,115,113,83,14,416,284,29,13,1871.33,1241,580,2230,359,33,229,103,45,11,100,0,1084,1012,0.28399999999999997,0.33400000000000002,0.42599999999999999
"Costanza, Seven",IDA,29,P,ML,5.49,25,34,24,13,192,63,4,2,507,360,238,533,120,5,70,22,6,7,26,0,321,309,0.25900000000000001,0.33600000000000002,0.42499999999999999
"Coulbourne, Mervin",OMA,26,P,ML,6.52,0,0,1,0,8,0,0,0,9.67,8,3,10,4,0,2,0,0,0,0,0,7,7,0.25600000000000001,0.31,0.51300000000000001
"Cradle, Alfonso",MAHO,34,P,ML,4.63,79,63,21,6,323,182,14,9,1322.33,469,488,1458,275,22,157,36,27,6,72,0,724,681,0.26900000000000002,0.32900000000000001,0.41399999999999998
"Craigen, Oscar",DAY,28,P,ML,4.49,10,15,113,27,207,6,0,0,240.33,127,111,244,59,9,34,7,5,0,14,0,126,120,0.253,0.33,0.438
"Crain, John",ROME,31,P,ML,5.44,24,28,19,13,311,0,0,0,492.67,301,179,597,121,7,65,19,12,3,38,0,304,298,0.28799999999999998,0.34399999999999997,0.44700000000000001
"Crandall, RyLee",OMA,32,P,ML,4.26,66,70,0,0,220,212,11,6,1281,699,410,1380,196,17,134,45,29,7,66,0,650,607,0.26400000000000001,0.318,0.38500000000000001
"Crews, Sam",PORT,33,P,ML,4.3499999999999996,16,12,14,8,172,9,0,0,266.67,133,85,310,40,5,23,13,9,2,12,0,142,129,0.27900000000000003,0.33100000000000002,0.38600000000000001
"Cruise, Terry",LAKE,30,P,ML,5.0599999999999996,41,50,6,5,205,108,9,3,786,406,315,941,163,19,80,17,25,3,64,0,461,442,0.28499999999999998,0.34799999999999998,0.41899999999999998
"Crumrine, Jim",MIDL,34,P,ML,5.19,56,53,15,9,292,110,8,2,899.33,562,355,991,193,13,132,45,28,2,54,0,550,519,0.26900000000000002,0.33300000000000002,0.435
"Cuffie, Tim",DAY,33,P,ML,4.8,27,23,59,19,356,0,0,0,558.66999999999996,502,245,573,100,13,80,23,14,5,48,0,320,298,0.255,0.32800000000000001,0.41799999999999998
"Cumbo, Mike",ROCK,27,P,ML,4.18,13,8,0,0,33,33,0,0,185.33,84,66,205,21,1,22,11,6,3,8,0,90,86,0.26900000000000002,0.32800000000000001,0.38600000000000001
"Curry, Bob",ROME,25,P,ML,5.56,3,3,3,0,41,0,0,0,56.67,31,13,73,12,2,11,3,1,1,2,0,39,35,0.3,0.33600000000000002,0.502
"Dain, Kendall",BANG,29,P,ML,4.38,9,10,3,8,130,0,0,0,181,82,79,224,20,2,18,10,10,1,16,0,98,88,0.29199999999999998,0.35799999999999998,0.39400000000000002
"Dalleva, Teodoro",PEOR,28,P,ML,5.32,17,17,12,3,101,33,0,0,307.67,221,151,314,76,4,53,9,7,0,12,0,199,182,0.254,0.33500000000000002,0.45
"Daniels, Edgar",LAKE,30,P,ML,5.5,43,40,5,0,144,118,5,2,662.67,405,257,763,147,12,101,10,6,0,20,0,429,405,0.27700000000000002,0.33900000000000002,0.45
"Dawdy, Bill",IDA,27,P,ML,5.3,7,6,1,0,34,14,0,0,103.67,37,33,127,23,2,12,9,5,1,2,0,62,61,0.28999999999999998,0.34,0.434
"Decant, Alfred",ALTO,33,P,ML,6.28,7,7,2,2,61,12,2,0,130.33000000000001,44,55,161,31,3,28,13,4,1,14,0,97,91,0.29199999999999998,0.35599999999999998,0.51100000000000001
"Degler, Raul",BANG,29,P,ML,4.8099999999999996,36,38,3,1,133,92,7,4,578.66999999999996,333,152,700,94,10,68,14,12,4,26,0,325,309,0.28699999999999998,0.32900000000000001,0.41799999999999998
"Denson, Jose",AUCK,25,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Diaz, Denny",RICH,29,P,ML,4.68,23,18,24,10,218,0,0,0,284.67,184,93,313,58,1,38,9,10,1,12,0,155,148,0.26800000000000002,0.32200000000000001,0.41699999999999998
"Diaz, Luka",IDA,32,P,ML,4.7300000000000004,54,61,3,2,198,183,6,3,976.67,508,356,1132,131,10,80,20,22,3,52,0,552,513,0.27900000000000003,0.33700000000000002,0.375
"Dib, Muad",WISC,32,P,ML,4.18,116,91,0,1,292,285,32,10,1839.67,1250,523,1903,342,33,226,36,33,7,78,0,900,854,0.25600000000000001,0.30499999999999999,0.40300000000000002
"Donadio, Vincent",PORT,26,P,ML,3.84,9,8,4,1,44,17,1,1,122,59,46,124,25,0,11,4,4,2,10,0,55,52,0.253,0.317,0.371
"Donovan, Wedge",LV,24,P,ML,7.22,10,10,5,1,43,24,0,0,128.33000000000001,70,57,201,17,3,12,2,2,1,14,0,110,103,0.34300000000000003,0.40100000000000002,0.44400000000000001
