Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
"Acoba, Joe",MAHO,37,P,ML,4,12,11,0,0,32,32,1,1,182.33,109,64,188,29,5,23,7,5,2,8,0,82,81,0.25600000000000001,0.315,0.40300000000000002
"Acree, George",AUCK,29,P,ML,5.03,5,4,1,5,55,0,0,0,59,53,26,70,20,1,11,0,1,0,2,0,35,33,0.28299999999999997,0.35199999999999998,0.50600000000000001
"Adam, John",RICH,26,P,ML,4.3099999999999996,15,4,1,0,28,23,1,1,150.33000000000001,64,68,145,39,1,20,3,1,1,8,0,74,72,0.24299999999999999,0.32100000000000001,0.41299999999999998
"Adcock, Garry",CHES,27,P,ML,9,0,1,1,0,9,0,0,0,7,4,2,11,0,0,2,0,0,0,0,0,9,7,0.34399999999999997,0.38200000000000001,0.53100000000000003
"Adkins, Duane",PORT,30,P,ML,3.41,6,4,4,1,47,0,0,0,129.33000000000001,91,33,112,29,1,11,6,5,0,4,0,58,49,0.224,0.27200000000000002,0.35199999999999998
"Alexender, Terrell",ALTO,31,P,ML,6.12,3,2,0,0,15,15,0,0,75,79,13,93,18,0,15,1,4,0,4,0,54,51,0.29199999999999998,0.32,0.49099999999999999
"Allocco, Booker",DAY,36,P,ML,5.81,6,9,0,0,25,25,1,1,128.66999999999999,44,47,172,22,1,12,6,4,0,4,0,93,83,0.308,0.36199999999999999,0.41599999999999998
"Alsobrook, Ernie",LOUI,32,P,ML,5.57,9,8,1,1,32,23,0,0,140.66999999999999,52,44,175,28,3,19,0,0,0,14,0,92,87,0.29299999999999998,0.34200000000000003,0.44600000000000001
"Anderson, Steve",OKC,39,P,ML,7.99,3,7,0,0,14,14,0,0,71,25,31,124,18,0,8,7,8,0,6,0,67,63,0.36799999999999999,0.42099999999999999,0.49299999999999999
"Annen, Franklin",PORT,34,P,ML,4.41,13,7,1,0,29,28,2,2,181.67,74,38,220,38,1,14,9,8,2,10,0,92,89,0.28799999999999998,0.32100000000000001,0.39500000000000002
"Appleby, Rene",RICH,26,P,ML,99.99,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,2,0.999,0.999,0.999
"Armstrong, Matthew",LOUI,32,P,ML,5,7,2,8,1,49,0,0,0,84.67,60,43,95,16,1,8,1,4,1,2,0,50,47,0.27200000000000002,0.35199999999999998,0.39300000000000002
"Arteaga, Mike",OMA,31,P,ML,6.72,5,7,4,1,45,18,0,0,143.33000000000001,110,61,176,29,3,23,1,2,0,4,0,116,107,0.28999999999999998,0.35499999999999998,0.46200000000000002
"Ashby, Joe",ALTO,28,P,ML,5.19,4,4,1,0,59,0,0,0,93.67,35,44,99,20,1,14,4,2,0,4,0,61,54,0.26100000000000001,0.33700000000000002,0.42899999999999999
"Atari, Martin",OKC,31,P,ML,4.76,14,15,0,0,32,32,4,2,181.33,128,60,190,29,6,27,1,0,2,8,0,104,96,0.25900000000000001,0.315,0.42499999999999999
"Atwell, Emmanuel",PEOR,30,P,ML,6.28,3,2,2,0,17,14,0,0,67.33,22,52,72,26,2,10,1,2,1,0,0,47,47,0.26300000000000001,0.38,0.48199999999999998
"Banister, Dave",ERIE,29,P,ML,8.19,3,6,6,7,44,0,0,0,48.33,40,24,84,8,1,7,2,1,0,2,0,50,44,0.36699999999999999,0.42699999999999999,0.502
"Bean Jr, Danny",SCRN,28,P,ML,3.73,6,4,2,1,55,0,0,0,111,37,28,116,18,2,14,1,1,1,6,0,53,46,0.25800000000000001,0.30199999999999999,0.40100000000000002
"Beard, Silver",OKC,27,P,ML,4.97,13,13,0,0,32,32,1,0,172,131,54,193,32,8,23,1,1,0,14,0,103,95,0.27200000000000002,0.32400000000000001,0.437
"Beckers, Joshua",NORW,21,P,ML,7.49,4,7,0,0,15,15,0,0,67.33,27,18,109,23,2,7,0,0,0,4,0,61,56,0.35,0.38600000000000001,0.505
"Beckham, Rich",AUCK,26,P,ML,3.92,4,2,31,6,49,0,0,0,43.67,11,7,63,9,0,3,1,0,0,2,0,20,19,0.32500000000000001,0.34799999999999998,0.41799999999999998
"Bell, Bill",SUGR,31,P,ML,4.9000000000000004,3,6,12,4,55,0,0,0,86.33,39,28,97,12,1,9,5,3,0,6,0,50,47,0.27200000000000002,0.32600000000000001,0.38800000000000001
"Berger, Joe",LV,29,P,ML,6.77,0,4,3,4,57,0,0,0,91.67,48,30,131,27,3,15,3,4,0,6,0,77,69,0.32300000000000001,0.36899999999999999,0.51500000000000001
"Bianchi, Joe",LAKE,30,P,ML,3.84,13,9,0,0,32,32,0,0,185,196,59,198,38,4,23,0,6,0,10,0,93,79,0.26300000000000001,0.317,0.41599999999999998
"Birkil, Hippy",OMA,35,P,ML,5.13,11,9,0,1,37,29,3,0,179,96,64,184,39,2,31,6,8,1,14,0,108,102,0.255,0.316,0.44400000000000001
"Bisaillon, Ralph",LAKE,29,P,ML,4.24,15,11,0,0,33,33,5,1,216.67,126,75,240,43,0,19,3,7,1,10,0,104,102,0.27,0.32600000000000001,0.38200000000000001
"Black, Coffee",ROME,38,P,ML,5.8,2,5,1,3,36,0,0,0,49.67,44,14,59,10,1,12,1,1,0,2,0,34,32,0.28399999999999997,0.32900000000000001,0.51400000000000001
"Bliss, Andrew",ROCK,24,P,ML,11.57,0,1,0,0,2,2,0,0,7,8,3,12,2,0,4,0,0,0,0,0,9,9,0.36399999999999999,0.41699999999999998,0.78800000000000003
"Boisse, Leo",SUGR,29,P,ML,6.86,7,6,1,1,30,14,0,0,103.67,74,63,123,22,4,11,1,1,0,6,0,83,79,0.28299999999999997,0.374,0.42899999999999999
"Bonet, Glenn",ROME,33,P,ML,5.29,3,4,0,1,40,4,0,0,68,25,33,85,14,0,9,1,2,1,0,0,40,40,0.29399999999999998,0.36599999999999999,0.436
"Bordwell, John",AUCK,31,P,ML,3.9,13,6,0,0,30,30,0,0,191.67,116,73,189,15,1,15,7,5,1,12,0,86,83,0.247,0.313,0.32900000000000001
"Bormann, Harry",PEOR,25,P,ML,1.53,1,1,1,0,14,0,0,0,29.33,11,9,17,4,0,2,0,0,0,4,0,5,5,0.16200000000000001,0.22800000000000001,0.25700000000000001
"Bosa, Bryan",MAHO,28,P,ML,3.32,4,3,6,2,50,0,0,0,76,38,34,73,11,1,3,2,5,0,6,0,33,28,0.24299999999999999,0.31900000000000001,0.316
"Breunig, Ed",ELP,25,P,ML,2.64,3,2,7,1,34,0,0,0,47.67,34,13,34,3,1,3,2,1,0,0,0,16,14,0.192,0.247,0.27100000000000002
"Brim, Carl",OKC,38,P,ML,4.3899999999999997,1,0,7,0,52,0,0,0,55.33,26,23,59,15,0,5,0,1,1,4,0,28,27,0.26200000000000001,0.33100000000000002,0.39600000000000002
"Briscoe, Lenny",CASP,32,P,ML,5.18,8,6,9,6,62,0,0,0,106,46,38,108,19,2,14,5,1,0,2,0,61,61,0.254,0.315,0.40600000000000003
"Brown, Julian",MAIN,30,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Burkley, Dustin",CHES,27,P,ML,6.31,0,2,3,1,15,3,0,0,25.67,8,7,31,6,0,2,0,0,0,2,0,19,18,0.28699999999999998,0.33,0.39800000000000002
"Burns, Eddie (1)",ERIE,30,P,ML,4.88,1,2,18,1,23,0,0,0,24,24,9,20,6,0,2,1,0,0,2,0,13,13,0.217,0.28699999999999998,0.34799999999999998
"Bussell, Dave",FRIS,27,P,ML,4.82,10,13,0,0,35,35,3,0,188.67,117,73,227,36,3,23,8,5,0,12,0,118,101,0.28599999999999998,0.34599999999999997,0.42599999999999999
"Buttermaker, Morris",CASP,26,P,ML,4.25,12,11,0,0,31,31,5,3,199,124,69,226,21,2,13,15,6,1,18,0,105,94,0.27500000000000002,0.33100000000000002,0.35199999999999998
"Buzbee, Lionel",CHES,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Buzzelli, Devon",MAIN,26,P,ML,4.84,10,9,0,0,30,30,2,0,165.67,60,43,196,30,1,19,7,2,1,12,0,101,89,0.28299999999999997,0.32500000000000001,0.41099999999999998
"Caccavale, Armando",ALTO,26,P,ML,5.58,10,6,2,2,62,0,0,0,127.33,74,72,140,18,4,12,6,3,2,4,0,85,79,0.26800000000000002,0.35699999999999998,0.38700000000000001
"Cage, Christian",LOUI,35,P,ML,2.94,1,1,6,1,24,0,0,0,33.67,19,8,38,9,0,2,1,1,0,2,0,13,11,0.27300000000000002,0.313,0.38100000000000001
"Cagle, Val",FRIS,35,P,ML,4.57,2,5,2,2,40,0,0,0,65,30,19,70,12,2,9,1,1,2,4,0,35,33,0.26400000000000001,0.313,0.42599999999999999
"Call, Jay",PEOR,32,P,ML,5.83,4,5,1,2,35,0,0,0,54,30,18,62,12,0,9,1,0,1,2,0,36,35,0.27700000000000002,0.33100000000000002,0.45100000000000001
"Callis, Dave",SF,36,P,ML,5.8,12,7,0,0,26,26,1,0,138,115,65,149,36,2,21,1,4,0,8,0,96,89,0.26500000000000001,0.34100000000000003,0.44800000000000001
"Cambra, Luke",BANG,30,P,ML,6.25,4,4,3,2,59,0,0,0,103.67,62,53,126,21,2,14,9,5,2,6,0,78,72,0.28799999999999998,0.36499999999999999,0.442
"Campbell, Colton",RICH,31,P,ML,4.49,4,1,9,1,62,0,0,0,104.33,73,26,112,19,3,9,1,3,0,6,0,55,52,0.26400000000000001,0.30599999999999999,0.38600000000000001
"Carpenter, Darrell",SUGR,27,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Carroll, Mike",BANG,31,P,ML,5.29,0,6,7,4,56,0,0,0,100.33,50,45,111,23,1,16,8,3,0,2,0,61,59,0.26900000000000002,0.34100000000000003,0.44700000000000001
"Caruso, Bob",WISC,36,P,ML,3.15,4,3,5,2,38,0,0,0,68.67,28,19,67,8,0,7,3,3,1,2,0,29,24,0.245,0.29499999999999998,0.35199999999999998
"Chacon, Shannon",MIDL,29,P,ML,5.53,5,15,0,0,31,31,3,0,179,62,62,241,47,3,19,2,1,0,4,0,123,110,0.31,0.36099999999999999,0.45100000000000001
"Channing, Todd",PORT,32,P,ML,4.26,5,7,10,5,42,3,0,0,76,34,24,87,11,2,8,3,5,0,6,0,42,36,0.27600000000000002,0.32700000000000001,0.4
"Chavarria, Greg",ROME,36,P,ML,3.16,3,0,6,2,42,0,0,0,57,26,24,62,7,0,8,1,0,1,2,0,27,20,0.26600000000000001,0.33500000000000002,0.39900000000000002
"Clanton, Paul",ALTO,31,P,ML,2.0099999999999998,4,2,28,5,41,0,0,0,40.33,15,10,34,4,1,3,3,0,0,2,0,11,9,0.219,0.26700000000000002,0.316
"Clara, Terry (11)",RICH,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Clark, Davis",FRIS,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Cleary, Rogelio",TEX,35,P,ML,4.2,4,2,2,2,35,0,0,0,49.33,21,15,55,6,2,5,2,0,0,2,0,23,23,0.27100000000000002,0.32100000000000001,0.39400000000000002
"Cobb, Jacob",TEX,37,P,ML,4.71,7,2,4,2,52,0,0,0,80.33,30,33,82,16,1,9,2,2,0,8,0,49,42,0.254,0.32300000000000001,0.39300000000000002
"Collins, Chaz",LAKE,31,P,ML,4.45,2,3,7,1,45,0,0,0,54.67,30,19,56,11,1,12,0,0,0,8,0,30,27,0.255,0.314,0.47699999999999998
"Contra, Nester",MAIN,33,P,ML,4.03,9,7,1,0,27,19,0,0,145.33000000000001,86,37,144,31,5,17,4,6,0,2,0,66,65,0.248,0.29299999999999998,0.40699999999999997
"Coontz, Rich",BANG,31,P,ML,3.91,2,3,6,3,39,0,0,0,48.33,24,20,48,5,0,5,1,1,0,4,0,21,21,0.249,0.31900000000000001,0.35199999999999998
"Cooper, Manny",PEOR,29,P,ML,5.81,2,6,0,0,28,14,0,0,91.33,42,44,105,20,2,10,0,4,0,8,0,61,59,0.27700000000000002,0.35199999999999998,0.42
"Corbett, Barry",SUGR,25,P,ML,5.13,3,2,13,3,52,0,0,0,79,55,34,95,21,1,10,5,2,0,8,0,49,45,0.28599999999999998,0.35199999999999998,0.44600000000000001
"Corbin, John",LAKE,29,P,ML,5.34,2,4,4,1,47,0,0,0,64,49,33,68,11,1,9,2,3,0,2,0,42,38,0.26200000000000001,0.34499999999999997,0.41499999999999998
"Corns, Cedric",CHES,35,P,ML,3.88,4,1,32,3,54,0,0,0,67.33,41,19,82,18,2,6,3,1,0,2,0,29,29,0.28899999999999998,0.33300000000000002,0.43
"Costanza, Seven",IDA,29,P,ML,6.1,4,7,2,1,41,20,1,1,134.33000000000001,105,60,145,36,1,19,2,0,1,8,0,98,91,0.26500000000000001,0.33700000000000002,0.438
"Coulbourne, Mervin",OMA,26,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Cradle, Alfonso",MAHO,34,P,ML,5.92,6,3,5,1,30,10,0,0,76,22,22,97,13,1,14,2,0,0,0,0,52,50,0.29799999999999999,0.34300000000000003,0.47399999999999998
"Craigen, Oscar",DAY,28,P,ML,4.04,4,2,15,4,44,0,0,0,71.33,36,33,74,12,3,7,1,1,0,6,0,35,32,0.25700000000000001,0.33300000000000002,0.39200000000000002
"Crain, John",ROME,31,P,ML,4.83,3,4,0,1,40,0,0,0,78.33,60,24,88,7,0,13,3,1,0,2,0,43,42,0.27200000000000002,0.32300000000000001,0.41499999999999998
"Crandall, RyLee",OMA,32,P,ML,5.08,8,14,0,0,37,29,2,2,184.33,100,65,216,36,3,19,7,5,0,4,0,112,104,0.28100000000000003,0.33700000000000002,0.41
"Crews, Sam",PORT,33,P,ML,3.97,4,3,5,2,34,0,0,0,47.67,25,17,48,6,1,2,6,4,1,4,0,25,21,0.251,0.313,0.32500000000000001
"Cruise, Terry",LAKE,30,P,ML,5.42,7,7,1,1,39,13,1,0,118,63,48,141,33,2,16,2,1,0,10,0,80,71,0.28499999999999998,0.34799999999999998,0.45700000000000002
"Crumrine, Jim",MIDL,34,P,ML,2.67,8,1,3,0,30,0,0,0,57.33,27,17,52,10,2,5,3,3,0,4,0,19,17,0.23200000000000001,0.28599999999999998,0.36199999999999999
"Cuffie, Tim",DAY,33,P,ML,5.04,5,3,5,1,59,0,0,0,85.67,76,45,90,19,1,13,3,0,1,4,0,55,48,0.25900000000000001,0.34399999999999997,0.432
"Cumbo, Mike",ROCK,27,P,ML,4.1399999999999997,12,7,0,0,28,28,0,0,156.66999999999999,73,49,169,19,0,18,11,5,2,6,0,76,72,0.26400000000000001,0.317,0.379
"Curry, Bob",ROME,25,P,ML,6.25,2,2,3,0,33,0,0,0,44.67,27,11,60,10,2,9,0,1,1,2,0,34,31,0.309,0.34599999999999997,0.52100000000000002
"Dain, Kendall",BANG,29,P,ML,8.68,0,1,0,2,5,0,0,0,9.33,5,2,16,1,0,3,1,1,0,0,0,9,9,0.36399999999999999,0.39100000000000001,0.59099999999999997
"Dalleva, Teodoro",PEOR,28,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Daniels, Edgar",LAKE,30,P,ML,5.88,11,12,0,0,33,33,2,2,168.33,99,55,204,42,3,27,1,1,0,0,0,114,110,0.28799999999999998,0.33900000000000002,0.47
"Dawdy, Bill",IDA,27,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Decant, Alfred",ALTO,33,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Degler, Raul",BANG,29,P,ML,4.53,13,13,0,0,35,35,4,3,208.67,109,45,249,39,3,22,4,1,1,10,0,110,105,0.28499999999999998,0.32,0.41099999999999998
"Denson, Jose",AUCK,25,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Diaz, Denny",RICH,29,P,ML,4.1399999999999997,8,4,6,2,56,0,0,0,67.33,39,20,62,11,0,9,1,2,0,0,0,32,31,0.23499999999999999,0.28899999999999998,0.379
"Diaz, Luka",IDA,32,P,ML,4.9400000000000004,10,10,0,0,29,29,3,2,151.33000000000001,79,57,167,20,0,15,0,3,0,8,0,86,83,0.26900000000000002,0.33,0.374
"Dib, Muad",WISC,32,P,ML,4.58,15,5,0,0,31,31,7,2,190.67,140,42,220,33,4,21,1,3,1,10,0,99,97,0.27800000000000002,0.314,0.40899999999999997
"Donadio, Vincent",PORT,26,P,ML,3.94,8,7,4,1,36,17,1,1,107.33,52,42,111,25,0,9,4,3,2,8,0,50,47,0.25600000000000001,0.32200000000000001,0.376
"Donovan, Wedge",LV,24,P,ML,7.04,8,8,5,1,38,19,0,0,107.33,54,48,173,14,1,8,2,2,1,8,0,88,84,0.34899999999999998,0.40699999999999997,0.43
"Duke, Jesse",MAIN,28,P,ML,3.97,6,11,6,2,54,0,0,0,104.33,45,46,117,12,2,11,3,0,1,6,0,51,46,0.27200000000000002,0.34200000000000003,0.38600000000000001
"Dunn, Jaime",ALTO,28,P,ML,8.76,0,0,0,0,15,0,0,0,12.33,7,8,25,4,0,4,0,0,0,0,0,19,12,0.40300000000000002,0.47099999999999997,0.66100000000000003
"Dunnigan, Howard",ELP,27,P,ML,4.76,6,9,1,0,31,26,2,1,149.33000000000001,56,61,171,24,3,16,6,7,1,14,0,79,79,0.27600000000000002,0.34100000000000003,0.40200000000000002
"Dupree, Demonte",AUCK,28,P,ML,4.26,11,14,0,0,32,32,3,2,184,90,77,182,39,6,25,3,4,0,2,0,92,87,0.248,0.31900000000000001,0.42
"Dyson, Stanley",PEOR,28,P,ML,3.86,9,6,0,0,21,20,0,0,114.33,64,35,112,35,3,11,1,1,0,10,0,50,49,0.246,0.3,0.40899999999999997
"Edgar, Chris",LV,34,P,ML,4.41,6,9,7,5,61,0,0,0,100,54,41,105,16,1,13,2,5,0,4,0,50,49,0.25900000000000001,0.32700000000000001,0.4
"Elam, Keith",SUGR,25,P,ML,6.17,7,4,4,5,55,0,0,0,97.67,68,40,149,19,1,5,6,1,0,8,0,68,67,0.33700000000000002,0.39200000000000002,0.41899999999999998
"Engebretsen, Chester",IDA,33,P,ML,5.65,11,6,0,0,33,25,1,0,141.66999999999999,73,56,213,20,0,11,1,1,1,8,0,96,89,0.33400000000000002,0.38800000000000001,0.41699999999999998
"English, Randolph",IDA,33,P,ML,5.88,7,13,0,0,31,26,2,1,144,50,62,181,33,3,14,3,1,1,4,0,100,94,0.29499999999999998,0.36,0.42699999999999999
"Falco, Shane",ERIE,30,P,ML,4.7,15,6,0,0,35,35,4,3,201,133,66,213,46,4,27,3,3,0,12,0,109,105,0.26100000000000001,0.316,0.42599999999999999
"Falkmore, Artemis (30)",PEOR,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Farkus, Scut",CASP,27,P,ML,4.33,18,13,0,0,34,34,2,1,206,124,54,240,39,1,27,11,5,1,8,0,106,99,0.28000000000000003,0.32200000000000001,0.42199999999999999
"Farrell, Paul",MAHO,26,P,ML,5.36,4,5,0,0,20,14,0,0,87.33,34,26,95,8,0,13,5,1,0,2,0,55,52,0.26600000000000001,0.316,0.39800000000000002
"Fasy, Jayson",CHES,26,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Faulkner, Bob",EDMO,27,P,ML,4.6900000000000004,13,10,0,0,33,33,2,1,193.67,129,63,187,42,4,28,1,1,0,12,0,104,101,0.24299999999999999,0.30099999999999999,0.41799999999999998
"Fenn, Forrest",LV,26,P,ML,4.12,16,8,0,0,33,33,6,2,236,259,66,269,44,4,24,10,8,0,2,0,114,108,0.27500000000000002,0.32100000000000001,0.40200000000000002
"Ferioli, Dan",LV,32,P,ML,7.78,4,8,4,0,46,14,0,0,128.33000000000001,112,33,198,42,3,24,2,6,1,8,0,111,111,0.34,0.375,0.54500000000000004
"Figueredo, Marcus",MAHO,26,P,ML,5.58,2,1,3,0,15,3,0,0,30.67,9,12,34,4,0,5,1,0,0,2,0,19,19,0.27,0.33300000000000002,0.42099999999999999
"Finkel, Robert",MAHO,26,P,ML,5.6,4,4,0,0,12,12,0,0,53,31,15,70,9,0,9,3,0,0,2,0,41,33,0.30599999999999999,0.34799999999999998,0.46300000000000002
"Firpo, Pampero",MAIN,27,P,ML,5.68,4,2,3,2,41,0,0,0,58.67,24,30,87,8,0,6,1,1,1,0,0,37,37,0.33100000000000002,0.39900000000000002,0.43
"Flowers, Woodrow",DAY,37,P,ML,4.0999999999999996,9,6,0,0,33,33,0,0,175.67,142,60,184,16,4,18,1,4,2,10,0,90,80,0.25900000000000001,0.316,0.36799999999999999
"Forkin, Tyree",LOUI,25,P,ML,4.17,2,2,0,0,7,7,0,0,36.67,29,16,40,8,0,4,4,1,0,6,0,17,17,0.26700000000000002,0.33700000000000002,0.4
"Fournier, Rich",OKC,31,P,ML,5.38,3,5,10,5,57,0,0,0,85.33,60,29,98,19,1,18,5,4,0,2,0,59,51,0.27700000000000002,0.33200000000000002,0.48899999999999999
"Fowler, Larry",LOUI,34,P,ML,5.88,7,6,0,0,26,26,0,0,130,71,73,158,25,1,20,12,7,0,8,0,90,85,0.28799999999999998,0.372,0.44700000000000001
"Freeborn, Antonio",SCRN,24,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Gaffey, Steve",WISC,37,P,ML,3.95,9,7,1,6,51,0,0,0,100.33,64,42,102,13,2,14,3,1,0,2,0,49,44,0.253,0.32400000000000001,0.4
"Gallegos, Willie",NORW,32,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Gallinari, Chris",MIDL,27,P,ML,5.48,5,6,2,2,57,2,0,0,92,43,26,118,21,0,10,2,2,0,6,0,66,56,0.29899999999999999,0.34300000000000003,0.42899999999999999
"Gamgee, Samwise",ROME,26,P,ML,4.3,14,7,0,0,36,27,0,0,198.67,147,79,201,35,2,25,0,4,0,10,0,98,95,0.252,0.32,0.39500000000000002
"Ganino, John",SCRN,27,P,ML,6.1,3,8,2,0,35,16,1,0,113.67,68,47,137,33,0,12,5,5,1,6,0,83,77,0.28699999999999998,0.35,0.43099999999999999
"Garcia, Brendan",CHES,28,P,ML,4.1500000000000004,16,4,0,0,28,26,2,1,175.67,97,53,205,25,2,13,5,0,0,10,0,82,81,0.28000000000000003,0.32900000000000001,0.373
"Gardner, Marc",WISC,37,P,ML,5.09,4,7,8,2,56,1,0,0,74.33,34,27,90,13,1,12,2,1,0,4,0,50,42,0.28799999999999998,0.34399999999999997,0.45
"Garrett, Vincent",TEX,32,P,ML,6.33,3,2,2,1,30,0,0,0,42.67,14,22,54,11,1,5,1,3,0,0,0,31,30,0.29699999999999999,0.373,0.45100000000000001
"Garrido, Augie",FRIS,34,P,ML,4.84,1,2,0,0,4,4,0,0,22.33,11,5,26,6,0,3,3,3,0,2,0,17,12,0.28000000000000003,0.316,0.441
"Gaston, Jesus",ALTO,27,P,ML,6.11,4,8,0,0,19,19,1,0,98.67,57,35,123,21,5,18,2,0,0,2,0,75,67,0.29399999999999998,0.34799999999999998,0.496
"Gatling, Blackout",CHES,34,P,ML,4.8899999999999997,12,10,0,0,32,32,2,2,187.67,128,104,179,48,2,25,7,2,0,16,0,107,102,0.24099999999999999,0.33500000000000002,0.41199999999999998
"Gawron, Cal",ALTO,26,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Georg, Spiders",OKC,37,P,ML,5.73,2,10,1,1,39,16,0,0,110,86,61,115,19,2,16,3,1,1,10,0,79,70,0.25800000000000001,0.34799999999999998,0.41799999999999998
"Gil, Jerry (19)",ROCK,31,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Glasner, Mark",EDMO,35,P,ML,4.7,4,2,10,3,53,0,0,0,69,20,18,77,10,0,9,6,3,0,2,0,43,36,0.27100000000000002,0.315,0.40100000000000002
"Glassner, Ivan",WISC,29,P,ML,3.47,2,1,4,0,47,0,0,0,59.67,38,26,55,8,0,5,3,0,0,0,0,24,23,0.23499999999999999,0.312,0.33300000000000002
"Goldberg, Terry",LOUI,33,P,ML,3.81,5,3,10,2,60,0,0,0,75.67,43,20,83,12,2,8,3,6,0,2,0,38,32,0.26800000000000002,0.312,0.39700000000000002
"Gomez, Dewayne (22)",CHES,26,P,ML,5.01,1,3,0,1,32,0,0,0,41.33,10,18,60,8,0,4,2,0,0,0,0,23,23,0.32600000000000001,0.38600000000000001,0.435
"Goodman, Brad",IDA,28,P,ML,4.32,10,9,1,3,45,19,0,0,170.67,78,57,222,16,2,9,20,9,0,14,0,88,82,0.30199999999999999,0.35299999999999998,0.36599999999999999
"Gordon, Ross",PEOR,30,P,ML,6.1,0,4,5,1,27,0,0,0,38.33,26,16,45,14,1,7,1,0,0,4,0,27,26,0.28100000000000003,0.34699999999999998,0.51200000000000001
"Graham, Lance",DAY,24,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Grant, Nathan",SCRN,27,P,ML,5.72,5,1,7,0,51,0,0,0,61.33,34,25,83,15,0,9,3,1,1,2,0,39,39,0.311,0.37,0.46800000000000003
"Gravas, Latka",RICH,24,P,ML,8.1,0,0,0,0,3,0,0,0,3.33,5,3,3,0,0,0,0,0,0,0,0,3,3,0.23100000000000001,0.375,0.23100000000000001
"Green, Jason",EDMO,29,P,ML,4.9000000000000004,3,5,10,4,58,0,0,0,90,63,33,105,14,1,13,1,1,1,4,0,51,49,0.28000000000000003,0.33800000000000002,0.42699999999999999
"Greene, Reuben",WISC,28,P,ML,3.78,13,10,0,0,32,32,1,1,188,121,89,193,29,1,13,6,4,0,14,0,84,79,0.255,0.33300000000000002,0.34699999999999998
"Griffin, Stewie",MIDL,27,P,ML,6.66,6,4,5,0,62,0,0,0,119,93,47,168,22,4,18,5,4,0,14,0,95,88,0.32,0.376,0.48
"Griffith, Del",CASP,32,P,ML,4.29,1,5,31,5,43,0,0,0,42,12,13,57,9,2,3,1,3,0,2,0,20,20,0.311,0.35699999999999998,0.432
"Grimes, Ed",NORW,32,P,ML,7.74,1,6,0,0,13,10,0,0,54.67,30,19,89,22,0,14,1,2,0,4,0,56,47,0.35199999999999998,0.39700000000000002,0.60499999999999998
"Gulley, Roberto",FRIS,27,P,ML,5.26,5,6,5,4,61,0,0,0,118,66,43,148,22,5,14,3,1,0,16,0,73,69,0.29499999999999998,0.35,0.442
"Gus, Cannonball",BANG,25,P,ML,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
"Haas, Murray",WISC,36,P,ML,5.55,3,1,0,0,26,5,0,0,61.67,38,20,71,18,0,10,0,0,0,8,0,39,38,0.27700000000000002,0.33,0.46500000000000002
